keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at
A,,382,,2026-01-29T16:49:07.371000+00:00,"The Katana Shogun Earn season is live In collaboration with JumperExchange, 2.7M in KAT incentives are now LIVE. Bridge. Vault. PT YT. Lend. Borrow. and more. Earn yield, boosted KAT rewards, and Jumper XP. Reposted katana",https://x.com/yearnfi/status/2016916478566564255,https://x.com/katana/status/2016915387225432356,yield_farming,yield_farming,yield_farming,yield_farming,0.9998133779,0.9998810291,0.99999547,0.99999547,447903bfc4c6b98c9b9f4c613318224df50f764428eb11bb2a98bdde0dfcbef1,yearn,discord,Reposted,@katana,"{""filter_out"": 0.00018667821132112294, ""high_value"": 4.098328343360436e-09, ""yield_farming"": 0.9998133778572083}","{""filter_out"": 0.0001141218381235376, ""high_value"": 4.936425739288097e-06, ""yield_farming"": 0.9998810291290283}","{""filter_out"": 4.289332082407782e-06, ""high_value"": 2.616509391373256e-07, ""yield_farming"": 0.9999954700469971}","{""filter_out"": 4.289332082407782e-06, ""high_value"": 2.616509391373256e-07, ""yield_farming"": 0.9999954700469971}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
1,,54,,2026-01-22T18:28:55.175000+00:00,"The frxUSD OUSD pool is now live on Curvefinance, launched in collaboration with fraxfinance. The pool is supported by Origin s Pool Booster and co incentivized by Frax and Origin to bootstrap deep, durable liquidity from day one 1 3 Reposted OriginProtocol",https://x.com/CurveFinance/status/2014404919336337629,https://x.com/OriginProtocol/status/2014383377609080976,yield_farming,yield_farming,yield_farming,yield_farming,0.9147823453,0.9273489714,0.99999547,0.99999547,6d97a423b357164b4b2ddc2334f4e7fd73ddfec6ac7fe188afb12e8eb6d6d70f,Curve Finance,discord,Reposted,@OriginProtocol,"{""filter_out"": 0.03895612806081772, ""high_value"": 0.04626154899597168, ""yield_farming"": 0.9147823452949524}","{""filter_out"": 0.002524593146517873, ""high_value"": 0.07012635469436646, ""yield_farming"": 0.9273489713668823}","{""filter_out"": 3.0415917535719927e-06, ""high_value"": 1.3709528730032616e-06, ""yield_farming"": 0.9999954700469971}","{""filter_out"": 3.0415917535719927e-06, ""high_value"": 1.3709528730032616e-06, ""yield_farming"": 0.9999954700469971}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
A,,557,1471569379677307074,2026-02-12T18:11:20.552000+00:00,"The British pound, now on Loopscale with tokengbp's tGBP. Deposit tGBP to the tGBP Vault and earn lending yield plus 5,000 tGBP in rewards to depositors over 3 months. Also live etherfuse's GILTS tokenized UK government bonds. Deposit GILTS or tGBP. Loop for up to 12.2% APY. Reposted Loopscale",https://x.com/solana/status/2022010575652631006,https://x.com/Loopscale/status/2021962855625765372,yield_farming,yield_farming,yield_farming,yield_farming,0.5437430143,0.9925602674,0.9999959469,0.9999959469,f4c12547631c6c3b1435d01440baeb7bbb4d76917667a9223feefeec73f168e1,Solana,discord,Reposted,@Loopscale,"{""filter_out"": 0.4561985731124878, ""high_value"": 5.841236998094246e-05, ""yield_farming"": 0.5437430143356323}","{""filter_out"": 0.006972094066441059, ""high_value"": 0.000467573176138103, ""yield_farming"": 0.9925602674484253}","{""filter_out"": 4.075108336110134e-06, ""high_value"": 1.921496384227339e-08, ""yield_farming"": 0.9999959468841553}","{""filter_out"": 4.075108336110134e-06, ""high_value"": 1.921496384227339e-08, ""yield_farming"": 0.9999959468841553}",,,"Deposit tGBP on Loopscale’s Vault to earn lending yield plus 5,000 tGBP rewards over three months.",2026-02-12 10:11:46,,2026-02-12 10:11:46,2026-02-12 18:11:45
1,,166,,2026-01-26T15:22:00.931000+00:00,Introducing Krak Vaults. Earn up to 8% on your assets. Market leading returns Withdraw anytime No minimums Your assets should work as hard as you do. Reposted Krak,https://x.com/krakenfx/status/2015807435227726223,https://x.com/Krak/status/2015806361410429322,yield_farming,yield_farming,yield_farming,yield_farming,0.9999819994,0.9999957085,0.9999961853,0.9999961853,25981fab629bc8984cfa764bc157bb9d861089d404c91865394612a67a90a331,Kraken,discord,Reposted,@Krak,"{""filter_out"": 1.7953016140381806e-05, ""high_value"": 4.644797879649332e-09, ""yield_farming"": 0.9999819993972778}","{""filter_out"": 4.02945534005994e-06, ""high_value"": 2.1691629115139222e-07, ""yield_farming"": 0.9999957084655762}","{""filter_out"": 3.8449352359748445e-06, ""high_value"": 6.7582366369833835e-09, ""yield_farming"": 0.9999961853027344}","{""filter_out"": 3.8449352359748445e-06, ""high_value"": 6.7582366369833835e-09, ""yield_farming"": 0.9999961853027344}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
1,,542,1471492945302655191,2026-02-12T13:07:37.177000+00:00,% APY on $U deposits live via BinanceWallet Deposit into the Lista Vault Total deposits $139M Total borrowed $66M Borrow $U at low rates deposit into the Lista $U Vault earn 16% APY.,https://x.com/lista_dao/status/2021934133371711516,https://x.com/BinanceWallet/status/2021798305156768112,yield_farming,yield_farming,yield_farming,yield_farming,0.5456951857,0.9971488118,0.9999970198,0.9999970198,97f8eb155c07ae81432433caba96e0ca21df6b9ab179dc2176dcb54eee9260ff,Lista DAO,discord,Quoted,@BinanceWallet,"{""filter_out"": 0.4537021219730377, ""high_value"": 0.0006027200724929571, ""yield_farming"": 0.5456951856613159}","{""filter_out"": 0.002797203604131937, ""high_value"": 5.400638110586442e-05, ""yield_farming"": 0.9971488118171692}","{""filter_out"": 2.8643216865020804e-06, ""high_value"": 1.2665657322941115e-07, ""yield_farming"": 0.9999970197677612}","{""filter_out"": 2.8643216865020804e-06, ""high_value"": 1.2665657322941115e-07, ""yield_farming"": 0.9999970197677612}",,,"16% APY on $U deposits live via BinanceWallet; Lista Vault has $139M deposits, $66M borrowed",2026-02-12 5:07:52,,2026-02-12 5:07:52,2026-02-12 13:07:52
X,"This isn't a limited time opportunity, it's a general advertisement for staking with JustLendDAO and their current APY offering.",524,1471393374455201907,2026-02-12T06:31:57.637000+00:00,Stake your $TRX to mint $sTRX and enjoy double yields on JustLendDAO. Earn voting rewards from TRON governance Gain yields from Energy Rental Current Staking APY 6.53% 7d Avg. Posted,https://x.com/DeFi_JUST/status/2021834620783014240,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999992847,0.9999907017,0.9999970198,0.9999970198,ec205c0357ce9e3655dac831911cdc3bb003617adecb01e334efe0fead246dbb,JUST DAO,discord,Posted,,"{""filter_out"": 7.235425414364727e-07, ""high_value"": 9.798854436193771e-12, ""yield_farming"": 0.9999992847442627}","{""filter_out"": 9.204726666212082e-06, ""high_value"": 6.814951092337651e-08, ""yield_farming"": 0.999990701675415}","{""filter_out"": 3.0375847472896567e-06, ""high_value"": 4.675934750508759e-09, ""yield_farming"": 0.9999970197677612}","{""filter_out"": 3.0375847472896567e-06, ""high_value"": 4.675934750508759e-09, ""yield_farming"": 0.9999970197677612}",,,"Stake $TRX to mint $sTRX, earn double yields, voting rewards, and Energy Rental yields",2026-02-11 22:32:13,,2026-02-11 22:32:13,2026-02-12 6:32:12
1,,1,,2026-01-22T02:00:09.318000+00:00,"$ETH & $SOL Staking Gala is ongoing Earn up to 6% APR with MEXC Flexible Savings, free to redeem anytime. Explore now Posted",https://x.com/MEXC_Official/status/2014156060853162040,,yield_farming,yield_farming,yield_farming,yield_farming,0.9903658628,0.9994256496,0.9999970198,0.9999970198,6665e3d911dd7b84d4b6d415862bb1933c72f4b34538361e9fcb76cfe3860dd3,MEXC,discord,Posted,,"{""filter_out"": 0.009633648209273815, ""high_value"": 4.4079723693357664e-07, ""yield_farming"": 0.9903658628463745}","{""filter_out"": 0.0005072472267784178, ""high_value"": 6.705821579089388e-05, ""yield_farming"": 0.9994256496429443}","{""filter_out"": 2.0261400095478166e-06, ""high_value"": 1.003012130240677e-06, ""yield_farming"": 0.9999970197677612}","{""filter_out"": 2.0261400095478166e-06, ""high_value"": 1.003012130240677e-06, ""yield_farming"": 0.9999970197677612}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
X,"Advertisement for a regular, ongoing staking product offered by LBank. No benefit to getting in early, no additional bonuses for participants, just a general ad for their customers.",644,1473295564266536962,2026-02-17T12:30:35.029000+00:00,"Your USDT shouldn t stay idle. Earn steady monthly yield with LBank USDT Flexible Earn at 2.5313% APY, flexible access, simple activation. Let your balance work while you focus on trading LBank EarnWithLBank PassiveIncome CryptoEarn USDT Posted",https://x.com/LBank_Exchange/status/2023736761612919048,,yield_farming,yield_farming,yield_farming,yield_farming,0.9828329682,0.9967584014,0.9999976158,0.9999976158,788c74ba26ea5432f299408554b2dca69ff76685120db9c0aacfbfa5d02a423a,LBank.com,discord,Posted,,"{""filter_out"": 0.017167003825306892, ""high_value"": 1.5915567530555563e-08, ""yield_farming"": 0.9828329682350159}","{""filter_out"": 0.0032410440035164356, ""high_value"": 6.325993808786734e-07, ""yield_farming"": 0.9967584013938904}","{""filter_out"": 2.34410845223465e-06, ""high_value"": 3.536435810858052e-09, ""yield_farming"": 0.999997615814209}","{""filter_out"": 2.34410845223465e-06, ""high_value"": 3.536435810858052e-09, ""yield_farming"": 0.999997615814209}",,,"LBank's USDT Flexible Earn offers 2.5313% APY, flexible access, and easy activation for steady monthly yield.",2026-02-17 4:30:55,,2026-02-17 4:30:55,2026-02-17 12:30:54
1,,223,,2026-01-27T10:00:01.499000+00:00,$BYUSDT is now live for all retail users Earn up to 10% bonus APR while your USDT stays flexible and productive. Get your BYUSDT Posted,https://x.com/Bybit_Official/status/2016088793825063273,,yield_farming,yield_farming,yield_farming,yield_farming,0.9998517036,0.9999711514,0.9999978542,0.9999978542,dccab7f2dfd4950d3c0fdda6030a603caad3aab3db76e659bfb05953155387c9,Bybit,discord,Posted,,"{""filter_out"": 0.0001482583029428497, ""high_value"": 5.657784640789032e-08, ""yield_farming"": 0.9998517036437988}","{""filter_out"": 1.3845797184330877e-05, ""high_value"": 1.4970875781727955e-05, ""yield_farming"": 0.9999711513519287}","{""filter_out"": 1.0845155884453561e-06, ""high_value"": 1.0845155884453561e-06, ""yield_farming"": 0.9999978542327881}","{""filter_out"": 1.0845155884453561e-06, ""high_value"": 1.0845155884453561e-06, ""yield_farming"": 0.9999978542327881}",,,,,,2026-02-10 17:41:26,2026-02-11 1:41:28
1,,132,,2026-01-25T08:49:09.313000+00:00,"Excited to see $stLINK & $LINK markets now live on Morpho Keep your $LINK staked earning 4.8% APY holding $stLINK, deposit to borrow and lend in the new market curated by 0xAlphaping. Supercharge your $LINK using DeFi. stakedotlink today. Reposted stakedotlink",https://x.com/Morpho/status/2015346170281730171,https://x.com/stakedotlink/status/2014775208792703168,yield_farming,yield_farming,yield_farming,yield_farming,0.9993534684,0.9796411991,0.9999979734,0.9999979734,869b8407d33d1b0079a30856bd6c9c9267c56161d2f0f34c0878a2af3150462a,Morpho 🦋,discord,Reposted,@stakedotlink,"{""filter_out"": 0.0006449422216974199, ""high_value"": 1.601777285031858e-06, ""yield_farming"": 0.9993534684181213}","{""filter_out"": 0.02033180370926857, ""high_value"": 2.6975840228260495e-05, ""yield_farming"": 0.9796411991119385}","{""filter_out"": 1.9033843727811472e-06, ""high_value"": 7.265801826861207e-08, ""yield_farming"": 0.9999979734420776}","{""filter_out"": 1.9033843727811472e-06, ""high_value"": 7.265801826861207e-08, ""yield_farming"": 0.9999979734420776}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
1,,568,1471687426799046806,2026-02-13T02:00:25.179000+00:00,Gold & Silver Earn Fest is LIVE on MEXC Earn up to 10% APR on Fixed Savings with $XAUT $SLVON Stake now Posted,https://x.com/MEXC_Official/status/2022128594777255977,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999220371,0.9881086946,0.9999980927,0.9999980927,c99b86f967244fbacd3b524b40626c5b0293afde37abdab31576eebc1af1c9cb,MEXC,discord,Posted,,"{""filter_out"": 7.792845281073824e-05, ""high_value"": 9.574020465308308e-10, ""yield_farming"": 0.9999220371246338}","{""filter_out"": 0.011818580329418182, ""high_value"": 7.271417416632175e-05, ""yield_farming"": 0.9881086945533752}","{""filter_out"": 1.284183099414804e-06, ""high_value"": 5.573145358539477e-07, ""yield_farming"": 0.9999980926513672}","{""filter_out"": 1.284183099414804e-06, ""high_value"": 5.573145358539477e-07, ""yield_farming"": 0.9999980926513672}",,,"Gold & Silver Earn Fest is live on MEXC, earning up to 10% APR on $XAUT and $SLVON fixed savings",2026-02-12 18:00:53,,2026-02-12 18:00:53,2026-02-13 2:00:52
0,"This isn't a limited time opportunity, it's a general advertisement for staking with JustLendDAO and their current APY offering.",360,,2026-01-29T08:44:30.469000+00:00,Stake your $TRX to mint $sTRX and enjoy double yields on JustLendDAO. Earn voting rewards from TRON governance Gain yields from Energy Rental Current Staking APY 6.21% 7d Avg. Posted,https://x.com/DeFi_JUST/status/2016794521804427433,,yield_farming,yield_farming,yield_farming,yield_farming,0.999999404,0.9999896288,0.9999980927,0.9999980927,b9012f7ca5a5187c4da199d68e3214718e36c71a91bc9ef1063dfa85a4a35d5b,JUST DAO,discord,Posted,,"{""filter_out"": 6.38801225250063e-07, ""high_value"": 8.966724932002457e-12, ""yield_farming"": 0.9999994039535522}","{""filter_out"": 1.0209439096797723e-05, ""high_value"": 1.0246337467378908e-07, ""yield_farming"": 0.9999896287918091}","{""filter_out"": 1.8738753624347737e-06, ""high_value"": 4.944441300835933e-09, ""yield_farming"": 0.9999980926513672}","{""filter_out"": 1.8738753624347737e-06, ""high_value"": 4.944441300835933e-09, ""yield_farming"": 0.9999980926513672}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
1,,591,1471952262413942886,2026-02-13T19:32:46.910000+00:00,SSI Staking Airdrop Epoch 3 Rewards Ready to Claim 30M $SOSO allocated to SSI stakers. Claim now $SOSO Utility More Powerful Than You Think Yield Booster Stake $SOSO to boost your SSI staking rewards up to 1000% previously 100% . More $SOSO staked higher yield on positions like $MAG7.ssi. Fee Discounts Unlock exclusive fee discounts on SoDEX. Governance Vote on protocol decisions shaping ValueChain. Gas Token The native fuel for all ValueChain transactions. Stake now Missed this drop The next 15M $SOSO pool is loading... Thread for Epoch 4 details Reposted SoSoValue,https://x.com/SoSoValueCrypto/status/2022393516601807197,https://x.com/SoSoValue/status/2022279738249867342,yield_farming,yield_farming,yield_farming,yield_farming,0.9966429472,0.9687550664,0.9999984503,0.9999984503,be6da5eee5ed2e757145f26cec11dcdf2033d26ccc4377e19b6940d99cb7012f,SoSoValue,discord,Reposted,@SoSoValue,"{""filter_out"": 0.0033570120576769114, ""high_value"": 4.5949803961775615e-09, ""yield_farming"": 0.9966429471969604}","{""filter_out"": 0.031244922429323196, ""high_value"": 1.4498364286907872e-08, ""yield_farming"": 0.9687550663948059}","{""filter_out"": 1.5403473980768467e-06, ""high_value"": 3.815201973789151e-11, ""yield_farming"": 0.9999984502792358}","{""filter_out"": 1.5403473980768467e-06, ""high_value"": 3.815201973789151e-11, ""yield_farming"": 0.9999984502792358}",,,SSI Staking Epoch 3 rewards are available; claim 30M $SOSO to boost staking yields and fees,2026-02-13 11:33:06,,2026-02-13 11:33:06,2026-02-13 19:33:05
1,,170,,2026-01-26T16:05:26.981000+00:00,"Fiat & P2P users Earn up to 20% APR on USDT Deposit via P2P or Fiat, buy crypto, and subscribe to USDT Flexible Products to enjoy bonus APR on your first 500 USDT. Don t miss out Posted",https://x.com/binance/status/2015818351428436360,,yield_farming,yield_farming,yield_farming,yield_farming,0.9998984337,0.999984622,0.9999984503,0.9999984503,c780f5b014720050265c4afd1a29104403a950896c6419dedaa6e3c598a11265,Binance,discord,Posted,,"{""filter_out"": 0.00010160300007555634, ""high_value"": 3.769073231296716e-08, ""yield_farming"": 0.9998984336853027}","{""filter_out"": 1.384598363074474e-05, ""high_value"": 1.6027888705139048e-06, ""yield_farming"": 0.999984622001648}","{""filter_out"": 1.5779617115185829e-06, ""high_value"": 3.02883869096604e-08, ""yield_farming"": 0.9999984502792358}","{""filter_out"": 1.5779617115185829e-06, ""high_value"": 3.02883869096604e-08, ""yield_farming"": 0.9999984502792358}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28
1,,655,1473421985970257940,2026-02-17T20:52:56.312000+00:00,Earn rewards on World App. Verified humans get up to 20% APY. Discover these tokens on Earn wARS USDC EURC WLD ETH wBTC Powered by Morpho Reposted useworldapp,https://x.com/Morpho/status/2023863212488409491,https://x.com/useworldapp/status/2023653728537243939,yield_farming,yield_farming,yield_farming,yield_farming,0.9919495583,0.9926829934,0.9999989271,0.9999989271,710003f2ea94cf97cb77ad38e1ecdd56abda24e86ac530919db8e84f9e0ef0c6,Morpho 🦋,discord,Reposted,@useworldapp,"{""filter_out"": 0.0080504035577178, ""high_value"": 9.093024999629051e-09, ""yield_farming"": 0.9919495582580566}","{""filter_out"": 0.00731683149933815, ""high_value"": 2.808406236454175e-07, ""yield_farming"": 0.9926829934120178}","{""filter_out"": 1.1313231880194508e-06, ""high_value"": 2.161733458905246e-09, ""yield_farming"": 0.999998927116394}","{""filter_out"": 1.1313231880194508e-06, ""high_value"": 2.161733458905246e-09, ""yield_farming"": 0.999998927116394}",,,"World App offers verified users up to 20% APY rewards on USDC, EURC, WLD, ETH, and wBTC tokens.",2026-02-17 12:53:15,,2026-02-17 12:53:15,2026-02-17 20:53:14
1,,383,,2026-01-29T16:50:10.328000+00:00,"Shogun Season is live. Jumper has partnered with katana to bring you 2.7M in KAT incentives $270,000 Jumper XP bonuses Deposit into yearnfi, Morpho, and spectra finance on Katana. Earn boosted yields Jumper XP. Make. The. Jump Reposted JumperExchange",https://x.com/Morpho/status/2016916711199404131,https://x.com/JumperExchange/status/2016913063799320854,yield_farming,yield_farming,yield_farming,yield_farming,0.9999936819,0.9999703169,0.9999989271,0.9999989271,f5f943fb6cab41f816c2d4e405fdadf378d85f64a2587fb26c5f86c86dcb261f,Morpho 🦋,discord,Reposted,@JumperExchange,"{""filter_out"": 6.3717948250996415e-06, ""high_value"": 2.1724262666555916e-10, ""yield_farming"": 0.9999936819076538}","{""filter_out"": 2.4300108634633943e-05, ""high_value"": 5.422087269835174e-06, ""yield_farming"": 0.9999703168869019}","{""filter_out"": 1.018809143715771e-06, ""high_value"": 3.124985781255418e-08, ""yield_farming"": 0.999998927116394}","{""filter_out"": 1.018809143715771e-06, ""high_value"": 3.124985781255418e-08, ""yield_farming"": 0.999998927116394}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
1,,379,,2026-01-29T16:21:35.655000+00:00,"One week after launch, the frxUSD OUSD pool on CurveFinance has surpassed $1M in TVL. LPs are currently earning up to 19.7% APY through co incentives from fraxfinance and Origin, elevated further by Pool Booster 1 3 Posted",https://x.com/OriginProtocol/status/2016909585710211257,,yield_farming,yield_farming,yield_farming,yield_farming,0.9997714162,0.9999661446,0.9999990463,0.9999990463,cc074cd45ad4599e187d883cc573d0d9b711582fcd88493e8743c0046645c8ff,Origin Protocol,discord,Posted,,"{""filter_out"": 0.00022849009837955236, ""high_value"": 1.1976568714544555e-07, ""yield_farming"": 0.9997714161872864}","{""filter_out"": 1.520655678177718e-05, ""high_value"": 1.863146280811634e-05, ""yield_farming"": 0.9999661445617676}","{""filter_out"": 9.721546803120873e-07, ""high_value"": 1.1496180896131136e-08, ""yield_farming"": 0.9999990463256836}","{""filter_out"": 9.721546803120873e-07, ""high_value"": 1.1496180896131136e-08, ""yield_farming"": 0.9999990463256836}",,,,,,2026-02-10 17:43:25,2026-02-11 1:43:26
A,,89,,2026-01-23T10:06:27.492000+00:00,Better yield is based on PancakeSwap This week s spotlight base farms on PancakeSwap with higher APRs than anywhere else ZEN WETH VIRTUAL WETH SOL USDC WETH USDT USDC USDT Note Incentives for these pools will be adjusted based on TVL to support APR on PancakeSwap. Posted,https://x.com/PancakeSwap/status/2014640792728690921,,yield_farming,yield_farming,yield_farming,yield_farming,0.8722954392,0.665410161,0.9999990463,0.9999990463,33059cae48eaf4329d443de4cbae5e76adb78ee30d71b4ddb1836eb6e6c10e2e,PancakeSwap,discord,Posted,,"{""filter_out"": 0.12764503061771393, ""high_value"": 5.944986696704291e-05, ""yield_farming"": 0.8722954392433167}","{""filter_out"": 0.33458924293518066, ""high_value"": 6.468821993621532e-07, ""yield_farming"": 0.6654101610183716}","{""filter_out"": 9.721546803120873e-07, ""high_value"": 1.6052265072730165e-09, ""yield_farming"": 0.9999990463256836}","{""filter_out"": 9.721546803120873e-07, ""high_value"": 1.6052265072730165e-09, ""yield_farming"": 0.9999990463256836}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31
X,"We don't want something that is exclusive for new users only, as this will eliminate the utility of the offer to the rest of our yield farming users.",609,1472607212697419987,2026-02-15T14:55:19.226000+00:00,Exclusive for New Users 7 Days USDT USDC SOL 288.88% APY BTC ETH XRP 188.88% APY Flexible Savings Earn up to 15% on your favorite assets with daily redemptions. Maximize your yield before these pools fill up Posted,https://x.com/BitMartExchange/status/2023048428566008308,,yield_farming,yield_farming,yield_farming,yield_farming,0.9994533658,0.9287142754,0.9999991655,0.9999991655,d762751c6da535e8b5c63984274e8300325703bf1d3dd7eac1fcce76600721a3,BitMart,discord,Posted,,"{""filter_out"": 0.0005466306465677917, ""high_value"": 2.08217318942161e-08, ""yield_farming"": 0.9994533658027649}","{""filter_out"": 0.07128311693668365, ""high_value"": 2.685217623366043e-06, ""yield_farming"": 0.9287142753601074}","{""filter_out"": 8.593598295192351e-07, ""high_value"": 5.895395283062044e-10, ""yield_farming"": 0.9999991655349731}","{""filter_out"": 8.593598295192351e-07, ""high_value"": 5.895395283062044e-10, ""yield_farming"": 0.9999991655349731}",,,"Exclusive 7-day offer for new users: 288.88% APY on USDT, USDC, SOL; 188.88% on BTC, ETH, XRP with daily redemptions",2026-02-15 6:55:39,,2026-02-15 6:55:39,2026-02-15 14:55:38
X,"General announcement about a product change, not a time sensitive yield farming opportunity.",325,,2026-01-28T15:04:09.213000+00:00,"Effective today, $eETH and $weETH are now auto compounding all staking and re staking rewards. Rewards are received automatically by holding $eETH or $weETH and accrue to your balance All existing $KING rewards are still eligible to be claimed. Stake today at Posted",https://x.com/ether_fi/status/2016527706305991057,,yield_farming,yield_farming,yield_farming,yield_farming,0.9971755743,0.9999328852,0.9999991655,0.9999991655,9ae4cbc760aee05529f694a3a0988d3af7a8f7606bba2e8963ac6cc55cb5f171,ether.fi,discord,Posted,,"{""filter_out"": 0.002772287931293249, ""high_value"": 5.210741073824465e-05, ""yield_farming"": 0.9971755743026733}","{""filter_out"": 6.553804996656254e-05, ""high_value"": 1.553395918563183e-06, ""yield_farming"": 0.9999328851699829}","{""filter_out"": 2.309069913053463e-07, ""high_value"": 5.989271585349343e-07, ""yield_farming"": 0.9999991655349731}","{""filter_out"": 2.309069913053463e-07, ""high_value"": 5.989271585349343e-07, ""yield_farming"": 0.9999991655349731}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
X,General advertisement and not a limited time yield farming event where being early would give a user outsized rewards.,287,,2026-01-28T04:12:15.577000+00:00,"HTX Easily Earn on USDT & MORE High Yield 2.5% to 10% APY No Limits Start from 0.1 USDT with no upper limit Ultimate Convenience Instant access, hourly earnings Join Now Posted",https://x.com/HTX_Global/status/2016363604623434124,,yield_farming,yield_farming,yield_farming,yield_farming,0.9986329675,0.9999951124,0.9999991655,0.9999991655,c83d0e8f48a3316eeb1e1860999858922282fac55f2873171e2457cdde163c69,HTX,discord,Posted,,"{""filter_out"": 0.0013670255430042744, ""high_value"": 4.638531780898347e-09, ""yield_farming"": 0.9986329674720764}","{""filter_out"": 4.86044837089139e-06, ""high_value"": 1.1496135599031732e-08, ""yield_farming"": 0.9999951124191284}","{""filter_out"": 8.714338832760404e-07, ""high_value"": 3.160878780938958e-10, ""yield_farming"": 0.9999991655349731}","{""filter_out"": 8.714338832760404e-07, ""high_value"": 3.160878780938958e-10, ""yield_farming"": 0.9999991655349731}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
A,,66,,2026-01-23T02:38:15.320000+00:00,"Week 1 of usddio staking is over and and the top single user reward exceeded $2,000 USDD Stake now and double your yield to up to 12% APY 6% from staking extra 6% from Bitget Wallet. Reposted BitgetWallet",https://x.com/usddio/status/2014528061660971097,https://x.com/BitgetWallet/status/2014355081555288265,yield_farming,yield_farming,yield_farming,yield_farming,0.9998745918,0.9989836812,0.9999992847,0.9999992847,6c995e61d3c81d6ade56f2bfaddb4fedc57ce0f431316c20f26ad9d1cebbfc2e,USDD 2.0,discord,Reposted,@BitgetWallet,"{""filter_out"": 0.00012533750850707293, ""high_value"": 7.581609229312392e-10, ""yield_farming"": 0.9998745918273926}","{""filter_out"": 0.0010162439430132508, ""high_value"": 4.939425313210677e-09, ""yield_farming"": 0.9989836812019348}","{""filter_out"": 7.002168445069401e-07, ""high_value"": 1.3867044401649764e-08, ""yield_farming"": 0.9999992847442627}","{""filter_out"": 7.002168445069401e-07, ""high_value"": 1.3867044401649764e-08, ""yield_farming"": 0.9999992847442627}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
0,General advertisement and not a limited time yield farming event where being early would give a user outsized rewards.,314,,2026-01-28T13:00:15.176000+00:00,"HTX Easily Earn on Stablecoins High Yield 2.5% to 10% APY. No Limits Start from 0.1 USDT with no upper limit. Ultimate Convenience Instant access, hourly earnings Get Started Posted",https://x.com/HTX_Global/status/2016496486356279459,,yield_farming,yield_farming,yield_farming,yield_farming,0.999343574,0.9999345541,0.999999404,0.999999404,8006f9e5108d62cfcd38b92cc5f952c9d5980306474a5ad07a5e7387201392b6,HTX,discord,Posted,,"{""filter_out"": 0.000656372809316963, ""high_value"": 1.1853334314082531e-08, ""yield_farming"": 0.9993435740470886}","{""filter_out"": 6.541028415085748e-05, ""high_value"": 3.4319043606956257e-08, ""yield_farming"": 0.9999345541000366}","{""filter_out"": 6.475948453044111e-07, ""high_value"": 4.058649527571845e-10, ""yield_farming"": 0.9999994039535522}","{""filter_out"": 6.475948453044111e-07, ""high_value"": 4.058649527571845e-10, ""yield_farming"": 0.9999994039535522}",,,,,,2026-02-10 17:42:27,2026-02-11 1:42:27
0,"This isn't a limited time opportunity, it's a general advertisement for staking with JustLendDAO and their current APY offering.",10,,2026-01-22T07:04:04.726000+00:00,Stake your $TRX to mint $sTRX and enjoy double yields on JustLendDAO. Earn voting rewards from TRON governance Gain yields from Energy Rental Current Staking APY 7.01% 7d Avg. Start here Posted,https://x.com/DeFi_JUST/status/2014232559568519265,,yield_farming,yield_farming,yield_farming,yield_farming,0.9999992847,0.9999974966,0.9999995232,0.9999995232,e78bcde3825f7de37ee1f450644490afb75d7a423390b7a460fbff786408ef5b,JUST DAO,discord,Posted,,"{""filter_out"": 7.49757248286187e-07, ""high_value"": 8.966724064640719e-12, ""yield_farming"": 0.9999992847442627}","{""filter_out"": 2.424973217785009e-06, ""high_value"": 1.1253489162754704e-07, ""yield_farming"": 0.9999974966049194}","{""filter_out"": 5.285515953801223e-07, ""high_value"": 3.732265163591819e-09, ""yield_farming"": 0.9999995231628418}","{""filter_out"": 5.285515953801223e-07, ""high_value"": 3.732265163591819e-09, ""yield_farming"": 0.9999995231628418}",,,,,,2026-02-10 17:38:31,2026-02-11 1:38:32
