keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at,agreement_pattern,majority_category,dissenting_model
0,"This is a product announcement, letting people know that their deposits earn an APR automatically. This isn't a time sensitive event, and there are no additional rewards for being early or for a limited time.",623,1472974131325698049,2026-02-16T15:13:19.444000+00:00,"Why let your stable coins sit idle between trades With Hold to Earn, your USDG generates up to 3.2% APR automatically. Daily snapshots, daily payouts Rewards land in your Funding Account Daily rewards automatically qualify for the next yield snapshot Put your assets to work. Reposted kucoincom",https://x.com/global_dollar/status/2023415389200515263,https://x.com/kucoincom/status/2021773755228238299,yield_farming,filter_out,yield_farming,yield_farming,0.9617128968,0.5186532736,0.9999927282,0.9999927282,bc71385eb1c5be43001ac8a9ccb571ea90589d941bdc129b1a55fa2a8855ead0,Global Dollar Network 🌎,discord,Reposted,@kucoincom,"{""filter_out"": 0.03828705474734306, ""high_value"": 1.7450142664188206e-08, ""yield_farming"": 0.9617128968238831}","{""filter_out"": 0.5186532735824585, ""high_value"": 2.61625473285676e-07, ""yield_farming"": 0.4813464283943176}","{""filter_out"": 7.281525086000329e-06, ""high_value"": 6.420161735576357e-09, ""yield_farming"": 0.9999927282333374}","{""filter_out"": 7.281525086000329e-06, ""high_value"": 6.420161735576357e-09, ""yield_farming"": 0.9999927282333374}",,,USDG stable coins earn up to 3.2% APR automatically with daily snapshots and payouts.,2026-02-16 7:13:36,,2026-02-16 7:13:36,2026-02-16 15:13:36,mc+pc_agree_oc_disagrees,yield_farming,oc
Y,"This is not the first time this announcement is live (hence the ""reminder"" part), and there isn't a specific farming opportunity here for additional yield. It IS time sensitive (a limited time event), which is good, but it's actually explaining a discount on fees for their vault product, which is not a specific yield farming opportunity.",621,1472913121810186362,2026-02-16T11:10:53.642000+00:00,Reminder The stVaults Lido Infrastructure Fee is set to 0% until March 31st for all vaults exceeding 250 ETH. Start building the future of Ethereum staking today. Posted,https://x.com/LidoFinance/status/2023354355835941210,,filter_out,filter_out,yield_farming,yield_farming,0.9847880602,0.9995957017,0.945062995,0.945062995,c84257fad2ec9ab46ce5bba977c216d91aae2c85a3880f1647f5b60708176008,Lido,discord,Posted,,"{""filter_out"": 0.9847880601882935, ""high_value"": 0.001256162067875266, ""yield_farming"": 0.013955799862742424}","{""filter_out"": 0.9995957016944885, ""high_value"": 5.412940140558931e-07, ""yield_farming"": 0.00040372696821577847}","{""filter_out"": 0.05492757633328438, ""high_value"": 9.500252417637967e-06, ""yield_farming"": 0.9450629949569702}","{""filter_out"": 0.05492757633328438, ""high_value"": 9.500252417637967e-06, ""yield_farming"": 0.9450629949569702}",,,stVaults Lido infrastructure fee set to 0% until March 31 for all vaults exceeding 250 ETH,2026-02-16 3:11:18,,2026-02-16 3:11:18,2026-02-16 11:11:18,mc+oc_agree_pc_disagrees,filter_out,pc
0,"This is a product announcement about opening an opportunity for a new token on Xverse mobile to be staked, but this is not a time sensitive event, and there are no special additional bonuses or rewards to be earned by participating at this point in time.",620,1472908293058990091,2026-02-16T10:51:42.378000+00:00,"Your WBTC can now earn yield, directly from your phone. Native WBTC staking is live in Xverse mobile, powered by our Starknet validator. Self custodial from start to finish. 1 Learn more Reposted xverse",https://x.com/Starknet/status/2023349540666114209,https://x.com/xverse/status/2022355225760411940,filter_out,filter_out,yield_farming,yield_farming,0.9325388074,0.9999471903,0.9874380231,0.9874380231,8ea18f2dd30e12085074850e5787e8d4024111888a50a69cc66903253fca7b67,Starknet (BTCFi arc) 🥷,discord,Reposted,@xverse,"{""filter_out"": 0.9325388073921204, ""high_value"": 0.0007135628256946802, ""yield_farming"": 0.06674761325120926}","{""filter_out"": 0.999947190284729, ""high_value"": 7.73862575442763e-06, ""yield_farming"": 4.503866148297675e-05}","{""filter_out"": 0.012558703310787678, ""high_value"": 3.270414254075149e-06, ""yield_farming"": 0.9874380230903625}","{""filter_out"": 0.012558703310787678, ""high_value"": 3.270414254075149e-06, ""yield_farming"": 0.9874380230903625}",,,"WBTC native staking is now live in Xverse mobile app, powered by Starknet validator and fully self-custodial.",2026-02-16 2:52:00,,2026-02-16 2:52:00,2026-02-16 10:52:00,mc+oc_agree_pc_disagrees,filter_out,pc
Y,"This is an advertisement trying to show that the base earning rate for tokens on the OKX platform will earn passively, which isn't a time sensitive event, and there are no bonuses for participating.",619,1472903125164753039,2026-02-16T10:31:10.256000+00:00,Banks and other exchanges are still stuck on legacy rates. Not cool. The New Money App is built for what s next. Earn up to 5% APY on USDG with OKX and stop leaving money on the table. Posted,https://x.com/okx/status/2023344376244547849,,filter_out,yield_farming,yield_farming,yield_farming,0.584774375,0.5354039669,0.8959065676,0.8959065676,599119353313e8c0701d4340193eeb31601896f9ca1746600a4f16a75c56216d,OKX,discord,Posted,,"{""filter_out"": 0.584774374961853, ""high_value"": 1.4494698916678317e-06, ""yield_farming"": 0.4152241349220276}","{""filter_out"": 0.46446916460990906, ""high_value"": 0.0001268226478714496, ""yield_farming"": 0.5354039669036865}","{""filter_out"": 0.10311818867921829, ""high_value"": 0.0009751621983014047, ""yield_farming"": 0.8959065675735474}","{""filter_out"": 0.10311818867921829, ""high_value"": 0.0009751621983014047, ""yield_farming"": 0.8959065675735474}",,,"OKX and New Money App provide up to 5% APY on USDG, unlike legacy banks",2026-02-16 2:31:34,,2026-02-16 2:31:34,2026-02-16 10:31:34,oc+pc_agree_mc_disagrees,yield_farming,mc
Y,"This is a product release and not tied to any specific individual farming opportunity, let alone in something that is to be rewarded by participating earlier than others.",617,1472901069355876535,2026-02-16T10:23:00.113000+00:00,"New way to access fyWBTC Starknet Earn now supports EVM wallets end to end. That means you can deposit WBTC from Ethereum or Arbitrum and access fyWBTC at 9.65% projected APY, all without a Starknet wallet. Reposted ForgeYields",https://x.com/Starknet/status/2023342330548477983,https://x.com/ForgeYields/status/2021229369641836826,filter_out,yield_farming,yield_farming,yield_farming,0.5271232128,0.861513257,0.9186459184,0.9186459184,eaeed75c52c29d35ebdc18b0c9686cd30c71445495230dc52d92c3c0dae26d93,Starknet (BTCFi arc) 🥷,discord,Reposted,@ForgeYields,"{""filter_out"": 0.527123212814331, ""high_value"": 0.0026983749121427536, ""yield_farming"": 0.47017836570739746}","{""filter_out"": 0.13846299052238464, ""high_value"": 2.3732451154501177e-05, ""yield_farming"": 0.8615132570266724}","{""filter_out"": 0.08129217475652695, ""high_value"": 6.18565027252771e-05, ""yield_farming"": 0.9186459183692932}","{""filter_out"": 0.08129217475652695, ""high_value"": 6.18565027252771e-05, ""yield_farming"": 0.9186459183692932}",,,fyWBTC Starknet Earn supports EVM wallets; deposit WBTC from Ethereum or Arbitrum with 9.65% APY,2026-02-16 2:23:20,,2026-02-16 2:23:20,2026-02-16 10:23:19,oc+pc_agree_mc_disagrees,yield_farming,mc
Y,"This is a partnership announcement. There is no specific farming opportunity present in this, let alone of a time sensitive nature.",616,1472890116899999837,2026-02-16T09:39:28.844000+00:00,"Twinstake has partnered with endurfi to bring institutional grade liquid staking to Starknet. This collaboration enables institutions to stake STRK while maintaining liquidity and composability as well as unlocking Bitcoin staking benefits within Starknet s scalable ZK execution layer. Twinstake s existing product features provide high institutional grade uptime, real time monitoring, and robust operational controls, designed to support operational and risk management requirements when interacting with Endur. The partnership also strengthens the decentralisation and reliability of Endur s staking layer, which accelerates the development of a robust BTC yield stack on Starknet. Reposted twinstake io",https://x.com/Starknet/status/2023331366059094104,https://x.com/twinstake_io/status/2022309858314264856,filter_out,filter_out,yield_farming,yield_farming,0.8826547861,0.9994981289,0.9895387292,0.9895387292,04027ee08c90f76ec0271d58d58202c9245a7b4efb188e3025cd24b457bc49ee,Starknet (BTCFi arc) 🥷,discord,Reposted,@twinstake_io,"{""filter_out"": 0.8826547861099243, ""high_value"": 0.11723976582288742, ""yield_farming"": 0.00010544577526161447}","{""filter_out"": 0.9994981288909912, ""high_value"": 0.0005013158661313355, ""yield_farming"": 4.938563051837264e-07}","{""filter_out"": 0.009272427298128605, ""high_value"": 0.0011888439767062664, ""yield_farming"": 0.9895387291908264}","{""filter_out"": 0.009272427298128605, ""high_value"": 0.0011888439767062664, ""yield_farming"": 0.9895387291908264}",,,"Twinstake and Endurfi partner to offer institutional liquid staking on Starknet, supporting BTC staking and operational controls.",2026-02-16 1:39:44,,2026-02-16 1:39:44,2026-02-16 9:39:44,mc+oc_agree_pc_disagrees,filter_out,pc
0,"This is an advertisement for a project's event, that doesn't include a yield farming opportunity present, so there is nothing for a yield farmer to take advantage of here. Boost earnings with higher yields is indeed the type of language we want, but since there is nothing specific here it is pointing to, this is almost certainly an advertisement to trick people into participating as opposed to an actual yield farming opportunity.",614,1472865110665072896,2026-02-16T08:00:06.893000+00:00,"Let's Gallop Ahead Earning Made Easy This Lunar New Year Log in now to unlock instant crypto rewards. Boost earnings with higher yields on HTX. Enjoy interest rebates on loans. The Lunar New Year Event is live, claim now. Join HTX Posted",https://x.com/HTX_Global/status/2023306353482363301,,filter_out,filter_out,yield_farming,yield_farming,0.5954197645,0.9724707007,0.9760933518,0.9760933518,0f2b87cc6d7ffa3ac06cce1d615b1eb1c8b95e8707b9bf2267289c32564f9ec0,HTX,discord,Posted,,"{""filter_out"": 0.5954197645187378, ""high_value"": 2.4212295102188364e-06, ""yield_farming"": 0.4045777916908264}","{""filter_out"": 0.9724707007408142, ""high_value"": 3.453075987636112e-05, ""yield_farming"": 0.027494778856635094}","{""filter_out"": 0.023877369239926338, ""high_value"": 2.916376615758054e-05, ""yield_farming"": 0.9760933518409729}","{""filter_out"": 0.023877369239926338, ""high_value"": 2.916376615758054e-05, ""yield_farming"": 0.9760933518409729}",,,"HTX Lunar New Year event offers instant crypto rewards, higher yields, and interest rebates on loans.",2026-02-16 0:00:36,,2026-02-16 0:00:36,2026-02-16 8:00:35,mc+oc_agree_pc_disagrees,filter_out,pc
B,"A variety of specific yield farming opportunities summed up into a single post, allowing users to read through and select any opportunities they find interesting.",612,1472783886533791876,2026-02-16T02:37:21.551000+00:00,"My top yield strategies on Pendle Here are some great ways to put your stablecoins to work 1. P rovide liquidity to Pendle's sNUSD pool f or 11.8% APY 25x Neutrl points sNUSD, Neutrl's yield bearing dollar, has consistently generated 10 15% APR. Neutrl buys locked tokens OTC at big discounts and shorts them until they unlock, creating a delta neutral position with a very high yield. However, only a small % of sNUSD collateral is allocated to this strategy, with 96% of it being in stablecoins like USDC, USDT, USDe, and USDS, which I consider pretty safe. 2. P rovide liquidity to Pendle's reUSD pool for 9.9% APY 30x Re points If you're looking for a lower risk strategy, you might find this pool interesting. reUSD is backed only by short term T bills and delta neutral ETH strategies via Ethena. reUSD is the yield bearing dollar of re, which has a points program and subsidizes reUSD's yield with 2.5% additional APR paid by its team. 3. P rovide liquidity to Liquity's ysyBOLD pool for 19% APY airdrops from Liquity forks ysyBOLD is Yearn's BOLD tokenized Stability pool product, which generates yield from Liquity V2 Stability Pools. What I like about BOLD, LiquityProtocol's stablecoin, is that it's one of the only truly decentralized stablecoin dApps with immutable code. Its stability pools earn yield from liquidation fees and interest payments. The yield offered by this pool is likely to decrease over time, but whenever there are many liquidations, it skyrockets. 4. P rovide liquidity to Pendle's jrNUSD pool for 13.75% APY 25x Neutrl points If you're willing to take higher risks to get a higher yield, this one is for you. jrNUSD is a junior risk tranche product built by strata markets on top of sNUSD, which gets a higher yield by providing insurance coverage for Neutrl's strategy. As long as Neutrl doesn't incur losses and generates yield, jrNUSD's yield will always be higher",,,filter_out,yield_farming,yield_farming,yield_farming,0.9590219259,0.8561876416,0.9703903198,0.9703903198,67f9ad42a8d60f6ad4015d203ed328518b3f69c022a43380252d87f6e5a6d1de,Pendle,discord,,,"{""filter_out"": 0.9590219259262085, ""high_value"": 0.004350572358816862, ""yield_farming"": 0.03662744164466858}","{""filter_out"": 0.1437169462442398, ""high_value"": 9.545734792482108e-05, ""yield_farming"": 0.856187641620636}","{""filter_out"": 0.02960927039384842, ""high_value"": 4.5646348212358134e-07, ""yield_farming"": 0.9703903198242188}","{""filter_out"": 0.02960927039384842, ""high_value"": 4.5646348212358134e-07, ""yield_farming"": 0.9703903198242188}",,,"Pendle yield strategies include sNUSD, reUSD, jrNUSD pools plus Liquity's ysyBOLD, offering 9.9% to 19% APY with varied risks and points rewards.",2026-02-15 18:37:40,,2026-02-15 18:37:39,2026-02-16 2:37:39,oc+pc_agree_mc_disagrees,yield_farming,mc
B,A list of specific yield farming opportunities users and look through.,608,1472594844865003664,2026-02-15T14:06:10.505000+00:00,Here's 5 ways to get 10% APY with stables on Kamino Lend MEV Capital USDS 13.1% Allez USDS 12.82% Elemental USDS Optimizer 12.82% Multiply CASH PYUSD Loop 12.61% Liquidity USDu USDC 13.5% All are more than 5X the current DeFi Dollar Benchmark Rate OPOK Reposted xBartega,https://x.com/kamino/status/2023036041641476255,https://x.com/xBartega/status/2023025458481377756,yield_farming,filter_out,yield_farming,yield_farming,0.8029075861,0.9990403056,0.9900969267,0.9900969267,a51cbcec2dd391a7e9116a2e7ff6b044dccb826d14bfeb004528803021f3ae75,Kamino,discord,Reposted,@xBartega,"{""filter_out"": 0.19709216058254242, ""high_value"": 2.4290312694574823e-07, ""yield_farming"": 0.8029075860977173}","{""filter_out"": 0.9990403056144714, ""high_value"": 2.653850685874204e-07, ""yield_farming"": 0.000959363067522645}","{""filter_out"": 0.009900699369609356, ""high_value"": 2.383218770773965e-06, ""yield_farming"": 0.990096926689148}","{""filter_out"": 0.009900699369609356, ""high_value"": 2.383218770773965e-06, ""yield_farming"": 0.990096926689148}",,,"Kamino Lend lists five stablecoin options with 10% to 13.5% APY, exceeding DeFi benchmarks",2026-02-15 6:06:27,,2026-02-15 6:06:27,2026-02-15 14:06:26,mc+pc_agree_oc_disagrees,yield_farming,oc
0,"This is an advertisement for the HTX platform, and is not a specific farming opportunity or event a user could take advantage of. It's not a time sensitive event (30 day max here is the lockup period, it's not the fact that this event is only live for 30 days, for example).",607,1472581248026280101,2026-02-15T13:12:08.766000+00:00,"Why HTX SmartEarn 3 Key Advantages Higher APY The 30 day max APY 7.21% BTC & ETH enjoy USDT level yields Full flexibility deposit, withdraw, trade futures anytime Get Started Posted",https://x.com/HTX_Global/status/2023022481808777308,,yield_farming,filter_out,yield_farming,yield_farming,0.7725523114,0.9999084473,0.705199182,0.705199182,d9ee7cf3587b976f068b84868707ba1b9b88f9d98e44eed0a4c9d1fca5bb83b8,HTX,discord,Posted,,"{""filter_out"": 0.2273951768875122, ""high_value"": 5.245427382760681e-05, ""yield_farming"": 0.7725523114204407}","{""filter_out"": 0.999908447265625, ""high_value"": 6.505298522085923e-09, ""yield_farming"": 9.150446567218751e-05}","{""filter_out"": 0.2948005795478821, ""high_value"": 2.8144745556346606e-07, ""yield_farming"": 0.7051991820335388}","{""filter_out"": 0.2948005795478821, ""high_value"": 2.8144745556346606e-07, ""yield_farming"": 0.7051991820335388}",,,"HTX SmartEarn offers 30-day max APY 7.21% with BTC, ETH yields at USDT levels and full flexibility.",2026-02-15 5:12:30,,2026-02-15 5:12:30,2026-02-15 13:12:30,mc+pc_agree_oc_disagrees,yield_farming,oc
1,A list of specific yield farming opportunities users and look through.,606,1472544877295439982,2026-02-15T10:47:37.308000+00:00,There are 9 USD based strategies on 0xfluid's mainnet instance currently earning 10% APR. Highest one earning 20%. With the launch on Lite USD vault soon. We ourself will be able to tap into these and provide a more simpler solution for end users Reposted smykjain,https://x.com/0xfluid/status/2022986062457651694,https://x.com/smykjain/status/2022615742513033567,filter_out,filter_out,yield_farming,yield_farming,0.6238215566,0.9970146418,0.6817342043,0.6817342043,d1c7863d5ef36e5698dd9e66c510fc3086ed39ddb8a435e9b61d3c522734ea7e,Fluid 🌊,discord,Reposted,@smykjain,"{""filter_out"": 0.6238215565681458, ""high_value"": 3.4248670999659225e-05, ""yield_farming"": 0.3761442005634308}","{""filter_out"": 0.9970146417617798, ""high_value"": 7.312527259273338e-07, ""yield_farming"": 0.0029846709221601486}","{""filter_out"": 0.3182624280452728, ""high_value"": 3.3004305350914365e-06, ""yield_farming"": 0.6817342042922974}","{""filter_out"": 0.3182624280452728, ""high_value"": 3.3004305350914365e-06, ""yield_farming"": 0.6817342042922974}",,,0xfluid mainnet runs 9 USD strategies earning 10%-20% APR; Lite USD vault launching soon for simpler access.,2026-02-15 2:47:55,,2026-02-15 2:47:55,2026-02-15 10:47:55,mc+oc_agree_pc_disagrees,filter_out,pc
Y,"This has absolutely nothing to do with specific yield farming opportunities, and instead is an update to an ETH Treasury's staking portfolio. We want specific farming opportunities for users to be able to take advantage of, and especially ones that are time sensitive and have greater benefits the earlier you arrive to them.",601,1472254644553126042,2026-02-14T15:34:20.430000+00:00,"ETHplus redemption depth has improved from 5,250 ETH to 22,500 ETH below 0.5% slippage. A 4x improvement with zero compromise on yield or diversification. By leveraging the liquidity of it's constituent collateral it has become the most liquid $ETH staking product on the market",https://x.com/ETHPlus_/status/2022695841132372463,https://x.com/ETHPlus_/status/2022331504454783011,filter_out,filter_out,yield_farming,yield_farming,0.9398902655,0.9984411597,0.8900238872,0.8900238872,1f5f1d75a528988b1b1578a31e02b76fc4553178c61d0a773ae6e45ffc77bc16,ETH Plus (ETH+),discord,Quoted,@ETHPlus_,"{""filter_out"": 0.9398902654647827, ""high_value"": 0.000338759389705956, ""yield_farming"": 0.05977095291018486}","{""filter_out"": 0.9984411597251892, ""high_value"": 5.0361963076284155e-05, ""yield_farming"": 0.0015084933256730437}","{""filter_out"": 0.10996975004673004, ""high_value"": 6.406679858628195e-06, ""yield_farming"": 0.8900238871574402}","{""filter_out"": 0.10996975004673004, ""high_value"": 6.406679858628195e-06, ""yield_farming"": 0.8900238871574402}",,,"ETHplus redemption depth improved 4x to 22,500 ETH below 0.5% slippage, maintaining yield and diversification.",2026-02-14 7:34:38,,2026-02-14 7:34:38,2026-02-14 15:34:38,mc+oc_agree_pc_disagrees,filter_out,pc
Y,This is just an informational post. There is no farming opportunity for a yield farmer to participate with here. It is sharing information on their product. Nothing time sensitive is included here as well for someone to take advantage of by participating with.,599,1472221601767624704,2026-02-14T13:23:02.416000+00:00,"DigiDollar has zero forced liquidations. Your $DGB collateral is cryptographically time locked nobody can touch it until the lock expires. Not you, not a DAO, not a liquidation bot. When it unlocks, burn your DD and get 100% of your DGB back. That's real stability. Reposted DGBDevs",https://x.com/DigiByteCoin/status/2022662828302455049,https://x.com/DGBDevs/status/2022642310237073724,filter_out,filter_out,yield_farming,yield_farming,0.9901750088,0.9991599321,0.7751410007,0.7751410007,0b4ee0eb2f22e3c1a02af228a56223202b0917c0705a3193c5a152fbff82c56d,DigiByte,discord,Reposted,@DGBDevs,"{""filter_out"": 0.9901750087738037, ""high_value"": 0.00012443964078556746, ""yield_farming"": 0.00970059260725975}","{""filter_out"": 0.9991599321365356, ""high_value"": 4.557278589345515e-05, ""yield_farming"": 0.0007944999961182475}","{""filter_out"": 0.2248571217060089, ""high_value"": 1.8335854292672593e-06, ""yield_farming"": 0.7751410007476807}","{""filter_out"": 0.2248571217060089, ""high_value"": 1.8335854292672593e-06, ""yield_farming"": 0.7751410007476807}",,,DigiDollar locks $DGB collateral cryptographically with zero forced liquidations until unlock and burn.,2026-02-14 5:23:19,,2026-02-14 5:23:19,2026-02-14 13:23:18,mc+oc_agree_pc_disagrees,filter_out,pc
B,"Great. Limited time event, with a rewards pool. Good yield farming opportunity.",596,1472155640523784288,2026-02-14T09:00:56.030000+00:00,"Ethereum $ETH launches on BoostHub The 16th BoostHub campaign goes live with a 30 ETH total reward pool, giving users the opportunity to earn through Smart Pool and Futures Pool participation. 30 ETH in total rewards Registration opens Feb 14th at 17 00 SGT Smart Pool and Futures Pool available Up to 0.015 ETH or 0.03 ETH per user Minimum 1,000 USDT requirement Join BoostHub and earn early LBank BoostHub ETH Ethereum Crypto Posted",https://x.com/LBank_Exchange/status/2022596891700089081,,filter_out,yield_farming,yield_farming,yield_farming,0.63683182,0.9468940496,0.9968728423,0.9968728423,66ee69169691b25f4875a89f6627466961de0e48af56fff9e1064b6b369d86ae,LBank.com,discord,Posted,,"{""filter_out"": 0.6368318200111389, ""high_value"": 0.0004395570431370288, ""yield_farming"": 0.36272862553596497}","{""filter_out"": 0.05306147783994675, ""high_value"": 4.444126898306422e-05, ""yield_farming"": 0.9468940496444702}","{""filter_out"": 0.003127138363197446, ""high_value"": 1.1816633893602102e-08, ""yield_farming"": 0.9968728423118591}","{""filter_out"": 0.003127138363197446, ""high_value"": 1.1816633893602102e-08, ""yield_farming"": 0.9968728423118591}",,,"Ethereum launches 30 ETH BoostHub campaign with Smart and Futures Pools; registration opens Feb 14, minimum 1,000 USDT required.",2026-02-14 1:01:14,,2026-02-14 1:01:13,2026-02-14 9:01:13,oc+pc_agree_mc_disagrees,yield_farming,mc
Y,"Advertisement for the OKX platform, and not a specific yield event. It would work if this was the FIRST time they announced 5% on USDG, but this is an ongoing campaign and thus we would have already been exposed to the opportunity. Plus there was no limited time bonus or reward to take advantage of by hearing about this first in the market.",593,1472072649646542931,2026-02-14T03:31:09.463000+00:00,Is your exchange underpaying on stablecoins Then you re not HODLing. You re subsidizing them. Switch to OKX for 5% APY on USDG. Posted,https://x.com/okx/status/2022513904115413138,,filter_out,filter_out,yield_farming,yield_farming,0.9943154454,0.6774812937,0.9197736382,0.9197736382,415bffed3dbf2a7147e9ee8e97dadc6e8867c0da2354b34188c59b12d6fdce8e,OKX,discord,Posted,,"{""filter_out"": 0.9943154454231262, ""high_value"": 8.179911219485803e-07, ""yield_farming"": 0.005683713126927614}","{""filter_out"": 0.6774812936782837, ""high_value"": 0.0007331164670176804, ""yield_farming"": 0.321785569190979}","{""filter_out"": 0.08022144436836243, ""high_value"": 4.928409452986671e-06, ""yield_farming"": 0.9197736382484436}","{""filter_out"": 0.08022144436836243, ""high_value"": 4.928409452986671e-06, ""yield_farming"": 0.9197736382484436}",,,"OKX offers 5% APY on USDG stablecoins, unlike exchanges that underpay users.",2026-02-13 19:31:25,,2026-02-13 19:31:25,2026-02-14 3:31:25,mc+oc_agree_pc_disagrees,filter_out,pc
B,"Singular farming opportunity for yield farmers, which can be taken advantage of for a limited time. Good.",586,1471908908825051199,2026-02-13T16:40:30.609000+00:00,"SOL LST Rate Arbitrage Opportunity Lend SOL at 18.42% on Drift Borrow SOL at 7.30% or STKESOL at 5.68% on P0 Structured SOL LST arbitrage strategies currently reaching 40% APY with leverage, powered by multi venue. Available on our Strategies page Reposted project0",https://x.com/DriftProtocol/status/2022350157124374858,https://x.com/project0/status/2022349808468713891,yield_farming,filter_out,yield_farming,yield_farming,0.5480492711,0.9986722469,0.9795091152,0.9795091152,4065c4a0138c1f27281ea4c57f3799c18078620544297f43c0b5f83b6740adbf,Drift,discord,Reposted,@project0,"{""filter_out"": 0.451950341463089, ""high_value"": 3.6445155160436116e-07, ""yield_farming"": 0.54804927110672}","{""filter_out"": 0.9986722469329834, ""high_value"": 5.558619164958145e-08, ""yield_farming"": 0.0013277491088956594}","{""filter_out"": 0.02049086056649685, ""high_value"": 1.712754493787827e-09, ""yield_farming"": 0.9795091152191162}","{""filter_out"": 0.02049086056649685, ""high_value"": 1.712754493787827e-09, ""yield_farming"": 0.9795091152191162}",,,SOL LST arbitrage strategies yield 40% APY using lending at 18.42% and borrowing at 7.30% or 5.68%,2026-02-13 8:40:48,,2026-02-13 8:40:48,2026-02-13 16:40:47,mc+pc_agree_oc_disagrees,yield_farming,oc
0,"There is no unique or specific yield farming opportunity present in this message. This is a new product release / launch, but there's nothing in here for a yield farmer to read and then go and take advantage of by deploying their own assets. There's nothing time sensitive about this offer either.",583,1471886111436570685,2026-02-13T15:09:55.288000+00:00,"NEW Anchorage, in collaboration with Kamino and Solana Company, has launched a new structure bringing institutional collateral management to Solana. Institutions can use staked SOL as collateral for onchain borrowing without moving assets out of qualified custody. Reposted SolanaFloor",https://x.com/kamino/status/2022327354236760362,https://x.com/SolanaFloor/status/2022326749024104448,filter_out,filter_out,yield_farming,yield_farming,0.8586263061,0.9998177886,0.9047537446,0.9047537446,791ee787c9ab803e3b9ad5769dad49b8848cbcf601d5c3295cf131215770b4b2,Kamino,discord,Reposted,@SolanaFloor,"{""filter_out"": 0.8586263060569763, ""high_value"": 0.14137034118175507, ""yield_farming"": 3.339093382237479e-06}","{""filter_out"": 0.9998177886009216, ""high_value"": 0.00018129842646885663, ""yield_farming"": 9.847665296547348e-07}","{""filter_out"": 0.09334903955459595, ""high_value"": 0.0018971958197653294, ""yield_farming"": 0.9047537446022034}","{""filter_out"": 0.09334903955459595, ""high_value"": 0.0018971958197653294, ""yield_farming"": 0.9047537446022034}",,,"Anchorage, with Kamino and Solana Company, launches institutional collateral management using staked SOL on Solana chain",2026-02-13 7:10:12,,2026-02-13 7:10:12,2026-02-13 15:10:11,mc+oc_agree_pc_disagrees,filter_out,pc
B,"Limited pool of rewards, with a specific boost or reward for users who participate, so this is a decent. It's not exactly yield farming since you aren't putting your assets directly to work, but buying digital gold at a discount, when you can sell it back afterwards, means you could farm this for yield by making purchases, selling the purchase on the market, and then get back an increased amount of capital via the cashback in USDT.",576,1471834821746757782,2026-02-13T11:46:06.873000+00:00,"The Gold Vending Machine just opened. Buy digital gold in MiniPay, get cashback in USDT Up to 10%. Limited daily pool. 14 days only. Reposted minipay",https://x.com/Celo/status/2022276003444171138,https://x.com/minipay/status/2022265591818498320,filter_out,filter_out,yield_farming,yield_farming,0.9998697042,0.9999988079,0.7991538048,0.7991538048,32a66ccc4fd5c00d802add42c254f8575a2b4b553af9a279ddeed3036b6a30f2,Celo.eth/acc 🦇 🌳,discord,Reposted,@minipay,"{""filter_out"": 0.999869704246521, ""high_value"": 2.8764921466972737e-07, ""yield_farming"": 0.00012997884186916053}","{""filter_out"": 0.9999988079071045, ""high_value"": 2.049719398655725e-07, ""yield_farming"": 1.0341406095903949e-06}","{""filter_out"": 0.20084479451179504, ""high_value"": 1.4101348142503412e-06, ""yield_farming"": 0.7991538047790527}","{""filter_out"": 0.20084479451179504, ""high_value"": 1.4101348142503412e-06, ""yield_farming"": 0.7991538047790527}",,,Gold Vending Machine opened for buying digital gold in MiniPay with up to 10% USDT cashback and limited daily pool.,2026-02-13 3:46:25,,2026-02-13 3:46:25,2026-02-13 11:46:24,mc+oc_agree_pc_disagrees,filter_out,pc
